"時間","default","セットプレー","選手名","攻撃","守備","反則","キーパーアクション"
="0:21:28:85",,,"池谷祐輔","パス",,,
="0:21:30:65",,,"渡邊陽","パス",,,
="0:21:32:92","ポゼッションエンド",,,,,,
="0:21:32:92","筑波大学",,,,,,
="0:21:35:46",,,"三笘薫","パス",,,
="0:21:40:10","ポゼッションスタート",,,,,,
="0:21:40:10","筑波大学",,,,,,
="0:21:40:86",,"スローイン","三笘薫",,,,
="0:21:47:20",,,"井川空","パス",,,
="0:21:50:77",,,"高嶺朋樹","パス",,,
="0:21:52:87",,,"山原怜音","枠外シュート",,,
="0:21:53:31","ポゼッションエンド",,,,,,
="0:21:53:31","筑波大学",,,,,,
="0:22:17:23","相手チーム","GK",,,,,
="0:22:25:37","ポゼッションスタート",,,,,,
="0:22:25:37","相手チーム",,,,,,
="0:22:36:42",,,"加藤匠人",,"カット",,
="0:22:36:82","ポゼッションエンド",,,,,,
="0:22:36:82","相手チーム",,,,,,
="0:22:42:99",,,"高嶺朋樹","パス",,,
="0:22:46:70",,,"池谷祐輔","パス",,,
="0:22:47:80",,"スローイン","森海渡",,,,
="0:22:54:97",,,"井川空","パス",,,
="0:22:56:81","ポゼッションスタート",,,,,,
="0:22:56:81","筑波大学",,,,,,
="0:22:58:21",,,"山川哲史","パス",,,
="0:23:01:98",,,"森侑里","パス",,,
="0:23:02:34","ポゼッションエンド",,,,,,
="0:23:02:34","筑波大学",,,,,,
="0:23:04:38","相手チーム","スローイン",,,,,
="0:23:07:78","ポゼッションスタート",,,,,,
="0:23:07:78","相手チーム",,,,,,
="0:24:10:51",,,"井川空",,"クリア",,
="0:24:11:28","ポゼッションエンド",,,,,,
="0:24:11:28","相手チーム",,,,,,
="0:24:15:02","ポゼッションスタート",,,,,,
="0:24:15:02","相手チーム",,,,,,
="0:24:25:63","ポゼッションエンド",,,,,,
="0:24:25:63","相手チーム",,,,,,
="0:24:27:60",,,"阿部航斗",,,,"キャッチ"
="0:24:33:54","ポゼッションスタート",,,,,,
="0:24:33:54","筑波大学",,,,,,
="0:24:38:37",,,"阿部航斗","パス",,,
="0:24:39:81",,,"森侑里","パス",,,
="0:24:41:74",,,"阿部航斗","パス",,,
="0:24:43:01","ポゼッションエンド",,,,,,
="0:24:43:01","筑波大学",,,,,,
="0:24:45:31",,,"高嶺朋樹","パス",,,
="0:24:47:45","相手チーム","スローイン",,,,,
="0:24:47:62","ポゼッションスタート",,,,,,
="0:24:47:62","相手チーム",,,,,,
="0:25:26:65",,,"山原怜音",,"ブロック",,
="0:25:28:19","ポゼッションエンド",,,,,,
="0:25:28:19","相手チーム",,,,,,
="0:26:04:49","相手チーム","CK",,,,,
="0:26:12:43","相手チーム",,"阿部航斗",,"被枠内シュート",,"セービング"
="0:26:21:68","ポゼッションスタート",,,,,,
="0:26:21:68","筑波大学",,,,,,
="0:26:24:28",,,"池谷祐輔","パス",,,
="0:26:24:91",,,"井川空","パス",,,
="0:26:24:98",,,"三笘薫","ドリブル",,,
="0:26:30:49","ポゼッションエンド",,,,,,
="0:26:30:49","筑波大学",,,,,,
="0:26:34:39","ポゼッションスタート",,,,,,
="0:26:34:39","相手チーム",,,,,,
="0:26:56:58",,,"井川空",,"インターセプト",,
="0:26:58:38","ポゼッションエンド",,,,,,
="0:26:58:38","相手チーム",,,,,,
="0:27:03:52",,,"三笘薫","パス",,,
="0:27:07:42","交代",,"犬飼翔洋",,,,
="0:27:07:42",,,"森海渡",,,,
="0:27:26:07","相手チーム","スローイン",,,,,
="0:27:30:98","ポゼッションスタート",,,,,,
="0:27:30:98","相手チーム",,,,,,
="0:27:55:20",,,"森侑里",,"ブロック",,
="0:27:59:01","ポゼッションエンド",,,,,,
="0:27:59:01","相手チーム",,,,,,
="0:28:00:34",,,"三笘薫","ドリブル",,,
="0:28:02:58","ポゼッションスタート",,,,,,
="0:28:02:58","筑波大学",,,,,,
="0:28:07:48",,,"三笘薫","パス",,,
="0:28:10:69",,,"池谷祐輔","パス",,,
="0:28:13:56",,,"犬飼翔洋","クロス",,,
="0:28:17:73",,,"井川空",,"インターセプト",,
="0:28:24:27",,,"井川空","パス",,,
="0:28:26:23",,,"渡邊陽","パス",,,
="0:28:28:30",,,"三笘薫","パス",,,
="0:28:29:60",,,"井川空","パス",,,
="0:28:32:64",,,"高嶺朋樹","パス",,,
="0:28:34:28",,,"井川空","パス",,,
="0:28:36:41",,,"三笘薫","パス",,,
="0:28:37:18",,,"高嶺朋樹","パス",,,
="0:28:37:91","ポゼッションスタート",,,,,,
="0:28:37:91","相手チーム",,,,,,
="0:28:56:63",,,"加藤匠人",,"ブロック",,
="0:28:56:73","ポゼッションエンド",,,,,,
="0:28:56:73","相手チーム",,,,,,
="0:29:00:67","ポゼッションスタート",,,,,,
="0:29:00:67","筑波大学",,,,,,
="0:29:03:37",,,"池谷祐輔","パス",,,
="0:29:12:15","ポゼッションエンド",,,,,,
="0:29:12:15","筑波大学",,,,,,
="0:29:33:03",,"スローイン","加藤匠人",,,,
="0:30:08:97",,"CK","山原怜音",,,,
="0:30:44:84",,"CK","山原怜音",,,,
="0:30:49:68",,,"山川哲史","枠外シュート",,,
="0:30:56:25","交代",,"生地慶充",,,,
="0:30:56:25",,,"池谷祐輔",,,,
="0:31:29:02","相手チーム","GK",,,,,
="0:31:40:20","ポゼッションスタート",,,,,,
="0:31:40:20","筑波大学",,,,,,
="0:31:40:43",,,"井川空",,"インターセプト",,
="0:31:42:96","ポゼッションエンド",,,,,,
="0:31:42:96","筑波大学",,,,,,
="0:31:45:93",,,"井川空","パス",,,
="0:31:46:77",,,"三笘薫","ボールロスト",,,
="0:31:50:31",,"スローイン","井川空",,,,
="0:31:58:95",,,"三笘薫","パス",,,
="0:32:22:44","相手チーム","GK",,,,,
="0:32:27:61",,,"森侑里",,"ブロック",,
="0:32:29:51","ポゼッションスタート",,,,,,
="0:32:29:51","筑波大学",,,,,,
="0:32:33:35",,,"加藤匠人","パス",,,
="0:32:36:62","ポゼッションエンド",,,,,,
="0:32:36:62","筑波大学",,,,,,
="0:32:39:42",,,"加藤匠人","ボールロスト",,,
="0:32:44:89",,"スローイン","山原怜音",,,,
="0:32:46:96","ポゼッションスタート",,,,,,
="0:32:46:96","筑波大学",,,,,,
="0:32:54:20",,,"森侑里","パス",,,
="0:32:56:20",,,"山原怜音","パス",,,
="0:32:57:57",,,"渡邊陽","パス",,,
="0:33:00:74",,,"森侑里","パス",,,
="0:33:06:75",,,"三笘薫","パス",,,
="0:33:11:32",,,"高嶺朋樹","パス",,,
="0:33:14:72",,,"山川哲史","パス",,,
="0:33:18:59",,,"犬飼翔洋","ボールロスト",,,
="0:33:22:16",,,"山原怜音","クロス",,,
="0:33:23:23",,,"加藤匠人","パス",,,
="0:33:26:03","ポゼッションエンド",,,,,,
="0:33:26:03","筑波大学",,,,,,
="0:33:26:94",,,"三笘薫","枠外シュート",,,
="0:33:50:33","相手チーム","GK",,,,,
="0:34:02:47",,"スローイン","井川空",,,,
="0:34:10:01",,,"高嶺朋樹",,"ブロック",,
="0:34:14:58","相手チーム","スローイン",,,,,
="0:34:22:49","ポゼッションスタート",,,,,,
="0:34:22:49","相手チーム",,,,,,
="0:35:06:13",,,"高嶺朋樹",,"インターセプト",,
="0:35:07:20","ポゼッションエンド",,,,,,
="0:35:07:20","相手チーム",,,,,,
="0:35:11:54",,,"三笘薫","パス",,,
="0:35:12:54",,,"井川空","パス",,,
="0:35:13:48",,,"高嶺朋樹","パス",,,
="0:35:15:34",,,"三笘薫","パス",,,
="0:35:22:58","ポゼッションスタート",,,,,,
="0:35:22:58","相手チーム",,,,,,
="0:35:44:04",,,"加藤匠人",,"シュートブロック",,
="0:35:45:47","ポゼッションエンド",,,,,,
="0:35:45:47","相手チーム",,,,,,
="0:35:51:15",,,"犬飼翔洋","ボールロスト",,,
="0:35:53:21","相手チーム","スローイン",,,,,
="0:35:54:85","ポゼッションスタート",,,,,,
="0:35:54:85","相手チーム",,,,,,
="0:36:11:73","相手チーム",,"阿部航斗",,"被枠内シュート",,"セービング"
="0:36:12:13","相手チーム",,,"枠内シュート",,,
="0:36:12:20","ポゼッションエンド",,,,,,
="0:36:12:20","相手チーム",,,,,,
="0:36:46:67","相手チーム","CK",,,,,
="0:36:50:67",,,"阿部航斗",,,,"キャッチ"
="0:36:55:01","ポゼッションスタート",,,,,,
="0:36:55:01","筑波大学",,,,,,
="0:36:58:81",,,"阿部航斗","パス",,,
="0:37:00:15",,,"山原怜音","ドリブル",,,
="0:37:08:02",,,"山原怜音","クロス",,,
="0:37:08:39","ポゼッションエンド",,,,,,
="0:37:08:39","筑波大学",,,,,,
="0:37:14:20","ポゼッションスタート",,,,,,
="0:37:14:20","相手チーム",,,,,,
="0:37:20:50",,,"加藤匠人",,"カット",,
="0:37:34:85",,,"高嶺朋樹",,"ブロック",,
="0:38:18:13",,,"阿部航斗",,"被枠内シュート",,"セービング"
="0:38:18:73","ポゼッションエンド",,,,,,
="0:38:18:73","相手チーム",,,,,,
="0:38:37:05","ポゼッションスタート",,,,,,
="0:38:37:05","相手チーム",,,,,,
="0:38:37:38",,,"犬飼翔洋","ボールロスト",,,
="0:38:43:22",,,"加藤匠人",,"ブロック",,
="0:38:45:22","ポゼッションエンド",,,,,,
="0:38:45:22","相手チーム",,,,,,
="0:38:50:16","ポゼッションスタート",,,,,,
="0:38:50:16","筑波大学",,,,,,
="0:38:51:79",,,"渡邊陽","パス",,,
="0:38:56:40",,,"森侑里","パス",,,
="0:38:59:70",,,"阿部航斗","パス",,,
="0:39:02:34",,,"三笘薫","ドリブル",,,
="0:39:10:18",,,"三笘薫","ボールロスト",,,
="0:39:12:95",,,"三笘薫","枠内シュート",,,
="0:39:14:98","ポゼッションエンド",,,,,,
="0:39:14:98","筑波大学",,,,,,
="0:39:50:19",,"CK","加藤匠人",,,,
="0:40:18:45",,"スローイン","三笘薫",,,,
="0:40:22:48",,,"三笘薫","ドリブル",,,
="0:40:23:85",,,"加藤匠人","パス",,,
="0:40:25:85",,,"三笘薫","パス",,,
="0:40:27:22",,,"犬飼翔洋","パス",,,
="0:40:29:06","ポゼッションスタート",,,,,,
="0:40:29:06","筑波大学",,,,,,
="0:40:32:59","ポゼッションエンド",,,,,,
