"時間","default","セットプレー","選手名","攻撃","守備","反則","キーパーアクション"
="0:29:23:83",,,"井川空","パス",,,
="0:29:25:49",,,"三笘薫","パス",,,
="0:29:27:56",,,"高嶺朋樹","パス",,,
="0:29:28:80",,,"山原怜音","ドリブル",,,
="0:29:30:00",,,"森侑里","パス",,,
="0:29:35:44",,,"山原怜音","クロス",,,
="0:29:49:95","ポゼッションエンド",,,,,,
="0:29:49:95","筑波大学",,,,,,
="0:29:52:85",,"スローイン","山原怜音",,,,
="0:30:00:00","ポゼッションスタート",,,,,,
="0:30:00:00","筑波大学",,,,,,
="0:30:04:67",,,"森侑里","パス",,,
="0:30:07:54",,,"阿部航斗","パス",,,
="0:30:10:94","ポゼッションエンド",,,,,,
="0:30:10:94","筑波大学",,,,,,
="0:30:11:97","ポゼッションスタート",,,,,,
="0:30:11:97","相手チーム",,,,,,
="0:30:16:85",,,"森侑里",,"ブロック",,
="0:30:34:03",,,"山原怜音",,"クリア",,
="0:30:41:67","ポゼッションエンド",,,,,,
="0:30:41:67","相手チーム",,,,,,
="0:30:45:91","相手チーム","スローイン",,,,,
="0:30:52:68","ポゼッションスタート",,,,,,
="0:30:52:68","相手チーム",,,,,,
="0:30:56:42",,,"山原怜音",,"クリア",,
="0:31:00:62","ポゼッションエンド",,,,,,
="0:31:00:62","相手チーム",,,,,,
="0:31:08:10","相手チーム","スローイン",,,,,
="0:31:18:51",,"スローイン","山原怜音",,,,
="0:31:41:93","ポゼッションスタート",,,,,,
="0:31:41:93","相手チーム",,,,,,
="0:31:56:04",,,"森侑里",,"クリア",,
="0:32:27:38",,,"三笘薫",,"ブロック",,
="0:32:33:38",,,"山川哲史",,"クリア",,
="0:32:36:58","ポゼッションエンド",,,,,,
="0:32:36:58","相手チーム",,,,,,
="0:32:45:23","交代",,"池谷祐輔",,,,
="0:32:45:23",,,"岩本翔",,,,
="0:33:00:54","相手チーム","スローイン",,,,,
="0:33:21:06",,,"山川哲史",,"クリア",,
="0:33:30:17","ポゼッションスタート",,,,,,
="0:33:30:17","相手チーム",,,,,,
="0:33:42:02","相手チーム","CK",,,,,
="0:33:46:32","ポゼッションエンド",,,,,,
="0:33:46:32","相手チーム",,,,,,
="0:34:08:84",,,"犬飼翔洋",,"ブロック",,
="0:34:14:52",,,"山川哲史",,"クリア",,
="0:34:20:92","ポゼッションスタート",,,,,,
="0:34:20:92","相手チーム",,,,,,
="0:34:38:94","相手チーム",,,,,"オフサイド",
="0:34:40:04","ポゼッションエンド",,,,,,
="0:34:40:04","相手チーム",,,,,,
="0:35:00:30",,"FK","阿部航斗",,,,
="0:35:22:62",,,"山原怜音",,"カット",,
="0:35:27:92",,"スローイン","山原怜音",,,,
="0:35:41:84",,"スローイン","山原怜音",,,,
="0:35:55:55","ポゼッションスタート",,,,,,
="0:35:55:55","筑波大学",,,,,,
="0:36:31:25",,,"井川空","ドリブル",,,
="0:36:37:99",,,"山原怜音","クロス",,,
="0:36:47:50","ポゼッションエンド",,,,,,
="0:36:47:50","筑波大学",,,,,,
="0:36:55:18",,"スローイン","三笘薫",,,,
="0:37:09:36","ポゼッションスタート",,,,,,
="0:37:09:36","筑波大学",,,,,,
="0:37:16:73",,,"山原怜音","クロス",,,
="0:37:26:88",,,"井川空","クロス",,,
="0:37:33:52",,,"山原怜音","ドリブル",,,
="0:37:43:49",,,"三笘薫","ドリブル",,,
="0:37:49:66",,,"三笘薫","枠内シュート",,,
="0:38:05:68",,,"池谷祐輔",,"インターセプト",,
="0:38:23:47",,,"渡邊陽",,,"ファール",
="0:38:24:17","ポゼッションエンド",,,,,,
="0:38:24:17","筑波大学",,,,,,
="0:38:43:12","相手チーム","FK",,,,,
="0:39:05:07","ポゼッションスタート",,,,,,
="0:39:05:07","相手チーム",,,,,,
="0:39:21:56",,,"山川哲史",,"ブロック",,
="0:39:34:37","ポゼッションエンド",,,,,,
="0:39:34:37","相手チーム",,,,,,
="0:39:39:17",,"GK","阿部航斗",,,,
="0:40:03:00","ポゼッションスタート",,,,,,
="0:40:03:00","筑波大学",,,,,,
="0:40:29:82","ポゼッションエンド",,,,,,
